Offers_Id,Business_Id,Price,Description,DiscountPercentage,StartDate,EndDate
2735,2086564,62,Special Combo,21,7/2/2023,6/11/2024
2736,522536,114,Discount on meals,40,7/10/2023,4/15/2024
2737,1985904,145,Special Combo,22,11/22/2023,1/26/2024
2738,11538815,100,Discount on meals,22,10/12/2023,5/31/2024
2739,1373886,176,Special Combo,11,3/2/2023,2/22/2024
2740,4931886,155,Buy 1 Get 1,48,1/27/2023,3/25/2024
2741,5502721,157,Buy 1 Get 1,6,11/15/2023,6/2/2024
2742,459250,22,Discount on meals,28,1/8/2023,4/22/2024
2743,4718656,174,Discount on meals,43,2/7/2023,9/20/2024
2744,4256324,174,Special Combo,34,6/5/2023,5/1/2024
2745,15355378,103,Happy Hour,48,9/19/2023,12/28/2024
2746,5096687,57,Special Combo,26,9/29/2023,12/21/2024
2747,12148279,93,Buy 1 Get 1,32,7/4/2023,1/7/2024
2748,8397748,60,Buy 1 Get 1,35,8/7/2023,3/9/2024
2749,496757,186,Discount on meals,26,6/24/2023,4/24/2024
2750,423489,50,Buy 1 Get 1,12,9/22/2023,9/15/2024
2751,10736062,116,Special Combo,7,4/17/2023,9/22/2024
2752,1224610,199,Discount on meals,25,7/7/2023,6/4/2024
2753,1509866,82,Discount on meals,14,4/15/2023,10/22/2024
2754,3737263,53,Buy 1 Get 1,34,6/15/2023,7/31/2024
2755,9718149,93,Happy Hour,41,5/24/2023,10/6/2024
2756,527041,146,Discount on meals,44,9/28/2023,7/24/2024
2757,13840978,46,Special Combo,27,7/12/2023,3/31/2024
2758,15024849,26,Buy 1 Get 1,17,11/24/2023,5/29/2024
2759,5540641,25,Happy Hour,48,2/28/2023,9/1/2024
2760,3457710,36,Happy Hour,25,5/20/2023,9/25/2024
2761,425353,63,Buy 1 Get 1,29,9/8/2023,3/12/2024
2762,479746,80,Discount on meals,48,7/21/2023,5/15/2024
2763,4659390,14,Happy Hour,5,3/4/2023,7/24/2024
2764,7038607,128,Happy Hour,17,12/22/2023,1/11/2024
2765,478021,126,Happy Hour,5,8/4/2023,11/15/2024
2766,12375755,57,Special Combo,25,2/7/2023,5/7/2024
2767,10083109,156,Buy 1 Get 1,14,5/10/2023,4/18/2024
2768,3210314,74,Buy 1 Get 1,38,2/5/2023,11/5/2024
2769,4598750,110,Buy 1 Get 1,26,5/26/2023,7/8/2024
2770,796617,75,Buy 1 Get 1,9,1/9/2023,5/17/2024
2771,17411631,93,Happy Hour,29,2/2/2023,5/29/2024
2772,5563758,86,Happy Hour,38,10/9/2023,11/9/2024
2773,10442427,192,Happy Hour,17,6/19/2023,2/7/2024
2774,4114361,22,Happy Hour,24,11/13/2023,3/15/2024
2775,4478139,95,Discount on meals,24,4/21/2023,4/4/2024
2776,555947,40,Special Combo,6,7/29/2023,3/31/2024
2777,7617580,107,Discount on meals,10,6/22/2023,6/5/2024
2778,630221,15,Buy 1 Get 1,16,8/5/2023,4/4/2024
2779,2465828,101,Happy Hour,38,3/17/2023,1/31/2024
2780,11882687,31,Buy 1 Get 1,8,2/3/2023,4/6/2024
2781,5102732,76,Happy Hour,16,6/25/2023,6/16/2024
2782,5889891,173,Special Combo,38,7/3/2023,9/20/2024
2783,12924921,116,Special Combo,9,8/29/2023,7/23/2024
2784,12696348,101,Discount on meals,23,9/22/2023,6/22/2024
2785,1762735,154,Discount on meals,7,6/12/2023,8/9/2024
2786,12071712,191,Special Combo,12,4/10/2023,10/17/2024
2787,2351464,133,Special Combo,33,6/13/2023,3/19/2024
2788,4308170,112,Happy Hour,20,10/26/2023,1/31/2024
2789,8830064,132,Buy 1 Get 1,29,9/5/2023,2/24/2024
2790,3717339,134,Special Combo,35,7/8/2023,10/3/2024
2791,9879963,60,Special Combo,14,10/4/2023,8/8/2024
2792,8418320,153,Special Combo,23,9/7/2023,6/23/2024
2793,851070,120,Happy Hour,15,2/12/2023,8/14/2024
2794,4824899,118,Special Combo,8,12/25/2023,7/6/2024
2795,4823578,186,Happy Hour,28,5/21/2023,10/12/2024
2796,425427,135,Buy 1 Get 1,17,7/20/2023,3/22/2024
2797,2370678,40,Discount on meals,29,2/2/2023,8/23/2024
2798,12327868,78,Special Combo,27,6/13/2023,7/11/2024
2799,4812677,119,Special Combo,49,10/1/2023,7/19/2024
2800,12433774,64,Discount on meals,48,3/16/2023,7/5/2024
2801,4341841,180,Discount on meals,14,10/28/2023,8/3/2024
2802,11907498,199,Happy Hour,49,7/14/2023,11/28/2024
2803,4937264,22,Happy Hour,29,6/27/2023,5/4/2024
2804,424482,105,Buy 1 Get 1,36,3/13/2023,3/22/2024
2805,6939639,149,Special Combo,7,10/23/2023,3/29/2024
2806,4518643,74,Happy Hour,39,7/20/2023,2/2/2024
2807,5094138,34,Happy Hour,47,8/27/2023,2/27/2024
2808,4230619,39,Buy 1 Get 1,15,6/28/2023,12/16/2024
2809,4952766,169,Buy 1 Get 1,34,8/14/2023,4/24/2024
2810,425661,16,Discount on meals,41,10/7/2023,10/15/2024
2811,4624619,70,Happy Hour,32,3/15/2023,12/18/2024
2812,7224012,105,Discount on meals,6,1/6/2023,5/6/2024
2813,8870427,58,Discount on meals,28,4/14/2023,2/9/2024
2814,527975,52,Buy 1 Get 1,24,7/2/2023,8/23/2024
2815,1984337,80,Special Combo,34,5/17/2023,10/29/2024
2816,15355375,182,Buy 1 Get 1,16,4/12/2023,1/18/2024
2817,7083698,137,Discount on meals,16,12/13/2023,1/26/2024
2818,4435683,119,Happy Hour,19,10/26/2023,4/12/2024
2819,4478233,104,Happy Hour,39,1/28/2023,4/27/2024
2820,15163628,101,Happy Hour,27,1/19/2023,11/2/2024
2821,8535925,80,Special Combo,42,11/9/2023,10/22/2024
2822,4416610,56,Discount on meals,27,4/20/2023,9/25/2024
2823,1367424,190,Discount on meals,47,6/23/2023,8/12/2024
2824,8073417,103,Buy 1 Get 1,5,1/17/2023,11/13/2024
2825,14070236,52,Discount on meals,11,2/14/2023,12/13/2024
2826,953398,149,Special Combo,7,8/13/2023,5/29/2024
2827,4224912,48,Discount on meals,49,11/25/2023,8/23/2024
2828,1059715,52,Special Combo,8,8/31/2023,6/30/2024
2829,17670761,197,Special Combo,12,3/12/2023,4/14/2024
2830,641260,171,Buy 1 Get 1,7,9/19/2023,6/28/2024
2831,7222378,65,Discount on meals,27,10/18/2023,2/8/2024
2832,4415388,29,Buy 1 Get 1,45,5/14/2023,3/20/2024
2833,425912,159,Special Combo,33,11/12/2023,7/23/2024
2834,4730750,99,Discount on meals,46,11/20/2023,5/6/2024
2835,13173005,48,Happy Hour,24,4/9/2023,4/9/2024
2836,1098397,96,Discount on meals,43,2/15/2023,11/28/2024
2837,10638259,129,Happy Hour,10,6/24/2023,1/25/2024
2838,528048,123,Special Combo,37,8/21/2023,2/11/2024
2839,2086204,122,Special Combo,5,9/6/2023,7/15/2024
2840,17832208,62,Special Combo,36,3/15/2023,7/26/2024
2841,10078616,57,Discount on meals,15,1/11/2023,1/17/2024
2842,12458691,178,Happy Hour,7,10/24/2023,8/1/2024
2843,476861,165,Buy 1 Get 1,39,9/9/2023,7/12/2024
2844,4578404,131,Buy 1 Get 1,5,1/31/2023,2/17/2024
2845,7390698,160,Special Combo,48,9/13/2023,8/26/2024
2846,502696,31,Buy 1 Get 1,5,3/24/2023,11/17/2024
2847,4368663,118,Special Combo,34,11/28/2023,9/27/2024
2848,1574769,197,Discount on meals,21,6/16/2023,9/26/2024
2849,7599062,96,Happy Hour,10,6/15/2023,1/6/2024
2850,1899268,67,Happy Hour,30,4/15/2023,8/13/2024
2851,2226774,163,Buy 1 Get 1,42,5/29/2023,5/30/2024
2852,5292613,51,Happy Hour,14,4/9/2023,10/14/2024
2853,15169749,195,Happy Hour,26,8/20/2023,10/18/2024
2854,5502583,26,Happy Hour,26,10/20/2023,7/26/2024
2855,10684508,156,Special Combo,39,8/15/2023,9/21/2024
2856,15172485,178,Discount on meals,35,4/27/2023,10/31/2024
2857,10307515,106,Discount on meals,33,3/28/2023,8/3/2024
2858,15588743,89,Discount on meals,21,7/15/2023,9/18/2024
2859,5044902,149,Happy Hour,30,3/15/2023,6/5/2024
2860,1174383,64,Discount on meals,25,4/10/2023,3/10/2024
2861,11722677,165,Discount on meals,6,7/10/2023,9/4/2024
2862,12032882,193,Buy 1 Get 1,42,11/25/2023,12/30/2024
2863,425592,133,Buy 1 Get 1,22,10/18/2023,1/28/2024
2864,3948198,132,Buy 1 Get 1,16,12/10/2023,1/10/2024
2865,8805804,179,Happy Hour,18,2/23/2023,7/13/2024
2866,12604382,195,Happy Hour,18,2/14/2023,6/8/2024
2867,423526,23,Happy Hour,30,7/5/2023,3/5/2024
2868,15970696,111,Buy 1 Get 1,22,1/26/2023,6/13/2024
2869,10965905,54,Discount on meals,41,6/6/2023,3/18/2024
2870,15169204,76,Discount on meals,41,4/11/2023,4/19/2024
2871,15835733,46,Happy Hour,41,6/25/2023,6/21/2024
2872,3436225,98,Special Combo,31,10/4/2023,6/7/2024
2873,4258648,168,Special Combo,25,7/19/2023,2/28/2024
2874,9751986,45,Discount on meals,34,8/13/2023,7/19/2024
2875,3737170,143,Happy Hour,5,9/4/2023,7/8/2024
2876,14803724,80,Special Combo,34,12/26/2023,7/31/2024
2877,4988260,22,Special Combo,8,1/29/2023,5/9/2024
2878,4551128,193,Buy 1 Get 1,19,2/6/2023,6/30/2024
2879,10771932,168,Buy 1 Get 1,22,11/17/2023,12/24/2024
2880,15180300,13,Happy Hour,23,5/28/2023,6/7/2024
2881,1009229,139,Happy Hour,48,12/23/2023,2/18/2024
2882,13145125,164,Happy Hour,37,6/21/2023,9/1/2024
2883,4410857,123,Special Combo,32,8/26/2023,2/15/2024
2884,6918411,63,Happy Hour,25,5/18/2023,8/29/2024
2885,4727280,62,Discount on meals,33,7/28/2023,9/28/2024
2886,423245,34,Discount on meals,33,4/1/2023,9/2/2024
2887,2480292,106,Special Combo,21,5/28/2023,2/26/2024
2888,11947068,175,Discount on meals,31,1/17/2023,8/19/2024
2889,4980200,146,Happy Hour,6,7/26/2023,4/30/2024
2890,4757139,31,Discount on meals,28,12/4/2023,12/18/2024
2891,7050232,29,Discount on meals,43,9/2/2023,7/1/2024
2892,423900,55,Special Combo,8,3/10/2023,5/30/2024
2893,15169256,11,Discount on meals,18,12/21/2023,7/27/2024
2894,4811262,67,Special Combo,44,11/18/2023,4/21/2024
2895,15173610,131,Special Combo,36,9/30/2023,11/16/2024
2896,10167658,194,Buy 1 Get 1,41,7/30/2023,8/6/2024
2897,7284388,29,Buy 1 Get 1,7,9/19/2023,2/29/2024
2898,4374148,21,Buy 1 Get 1,39,4/27/2023,8/8/2024
2899,8813962,20,Buy 1 Get 1,26,12/12/2023,7/23/2024
2900,4324993,136,Special Combo,22,6/26/2023,12/17/2024
2901,484602,165,Happy Hour,42,6/4/2023,7/4/2024
2902,5076292,184,Happy Hour,30,9/2/2023,7/18/2024
2903,15172333,31,Buy 1 Get 1,39,6/7/2023,3/29/2024
2904,15808749,103,Special Combo,14,1/16/2023,7/27/2024
2905,12437256,65,Discount on meals,7,12/17/2023,9/3/2024
2906,2361229,16,Happy Hour,35,4/16/2023,8/29/2024
2907,2705529,173,Special Combo,29,12/17/2023,4/17/2024
2908,1503344,88,Special Combo,40,12/23/2023,3/8/2024
2909,2190926,145,Discount on meals,10,2/27/2023,9/8/2024
2910,4730933,63,Special Combo,20,4/14/2023,1/24/2024
2911,2444911,93,Happy Hour,11,2/27/2023,10/24/2024
2912,5075093,125,Happy Hour,47,2/4/2023,5/23/2024
2913,10673813,52,Buy 1 Get 1,19,4/10/2023,9/9/2024
2914,5244898,82,Discount on meals,12,11/13/2023,5/27/2024
2915,1815441,98,Happy Hour,5,10/17/2023,1/2/2024
2916,1747662,118,Special Combo,11,1/4/2023,3/10/2024
2917,534207,73,Discount on meals,48,12/6/2023,2/28/2024
2918,6591534,60,Special Combo,39,12/29/2023,3/25/2024
2919,1568781,145,Buy 1 Get 1,26,3/29/2023,9/24/2024
2920,9792600,23,Discount on meals,9,11/12/2023,5/18/2024
2921,4826151,139,Buy 1 Get 1,43,11/21/2023,12/18/2024
2922,1886704,40,Buy 1 Get 1,42,12/31/2023,8/9/2024
2923,12920011,91,Discount on meals,38,6/3/2023,8/20/2024
2924,7387632,185,Special Combo,37,11/16/2023,2/15/2024
2925,4114103,55,Buy 1 Get 1,31,11/13/2023,7/28/2024
2926,4248261,121,Buy 1 Get 1,10,5/16/2023,5/5/2024
2927,423706,74,Happy Hour,49,2/15/2023,10/23/2024
2928,6589971,116,Discount on meals,17,12/9/2023,8/1/2024
2929,4731141,160,Happy Hour,26,4/23/2023,3/18/2024
2930,12285851,40,Buy 1 Get 1,20,1/2/2023,7/9/2024
2931,5091877,59,Discount on meals,19,7/27/2023,7/12/2024
2932,2445169,54,Happy Hour,30,10/4/2023,12/28/2024
2933,5076292,55,Discount on meals,44,3/26/2023,10/5/2024
2934,8619226,25,Discount on meals,10,11/6/2023,1/2/2024
2935,4457361,50,Happy Hour,38,9/15/2023,3/14/2024
2936,2519496,12,Buy 1 Get 1,5,10/23/2023,11/22/2024
2937,6640366,97,Buy 1 Get 1,7,9/16/2023,2/24/2024
2938,16882562,184,Happy Hour,46,4/2/2023,10/18/2024
2939,7032715,39,Special Combo,20,9/11/2023,2/19/2024
2940,10244362,22,Happy Hour,15,6/20/2023,12/29/2024
2941,3609300,123,Discount on meals,28,5/4/2023,3/24/2024
2942,423628,65,Discount on meals,49,11/28/2023,4/22/2024
2943,4618401,167,Special Combo,44,4/15/2023,12/26/2024
2944,3620486,95,Happy Hour,10,2/26/2023,11/13/2024
2945,13561883,71,Discount on meals,20,4/23/2023,7/21/2024
2946,4728095,187,Discount on meals,6,1/5/2023,1/25/2024
2947,10000786,142,Buy 1 Get 1,21,2/2/2023,1/5/2024
2948,7697459,85,Special Combo,23,10/9/2023,1/27/2024
2949,1740656,87,Buy 1 Get 1,36,4/12/2023,1/30/2024
2950,3618137,25,Buy 1 Get 1,46,8/26/2023,9/22/2024
2951,4824223,146,Buy 1 Get 1,31,2/11/2023,9/25/2024
2952,424306,25,Happy Hour,20,7/14/2023,4/8/2024
2953,6732496,18,Happy Hour,41,1/19/2023,4/21/2024
2954,4945380,190,Buy 1 Get 1,12,2/7/2023,7/26/2024
2955,15193184,180,Special Combo,39,8/3/2023,9/12/2024
2956,5060478,41,Special Combo,9,11/30/2023,6/21/2024
2957,5031524,198,Special Combo,38,9/27/2023,7/8/2024
2958,6539632,118,Discount on meals,20,11/10/2023,3/2/2024
2959,4875884,58,Discount on meals,8,7/25/2023,6/1/2024
2960,455644,130,Discount on meals,16,3/17/2023,12/14/2024
2961,12798650,128,Happy Hour,19,12/18/2023,9/27/2024
2962,3710302,93,Discount on meals,15,10/11/2023,6/30/2024
2963,3663928,185,Discount on meals,34,4/22/2023,1/29/2024
2964,424557,108,Buy 1 Get 1,43,12/3/2023,10/2/2024
2965,491019,26,Special Combo,20,9/23/2023,8/5/2024
2966,3783629,151,Happy Hour,26,7/5/2023,2/29/2024
2967,10287139,80,Discount on meals,24,3/2/2023,12/9/2024
2968,7907506,109,Special Combo,49,6/30/2023,1/21/2024
2969,458252,70,Special Combo,7,4/19/2023,5/11/2024
2970,7656582,15,Buy 1 Get 1,31,7/21/2023,9/8/2024
2971,6588186,198,Happy Hour,19,12/23/2023,11/2/2024
2972,6405873,146,Buy 1 Get 1,24,11/2/2023,11/29/2024
2973,423309,107,Buy 1 Get 1,44,3/12/2023,3/15/2024
2974,5456895,178,Happy Hour,31,5/10/2023,9/2/2024
2975,15181647,37,Discount on meals,42,5/1/2023,8/10/2024
2976,12849053,92,Discount on meals,39,6/18/2023,9/9/2024
2977,423654,28,Special Combo,45,2/10/2023,12/7/2024
2978,4813253,25,Discount on meals,49,7/19/2023,7/23/2024
2979,2463985,50,Buy 1 Get 1,17,11/16/2023,11/3/2024
2980,2494326,34,Special Combo,10,3/25/2023,5/23/2024
2981,10275672,126,Discount on meals,21,3/24/2023,9/21/2024
2982,423737,87,Buy 1 Get 1,33,6/7/2023,10/13/2024
2983,15171774,137,Discount on meals,33,9/8/2023,9/8/2024
2984,4323027,108,Happy Hour,43,5/14/2023,10/5/2024
2985,8751631,107,Discount on meals,5,12/28/2023,3/5/2024
2986,8429057,27,Discount on meals,30,3/27/2023,9/7/2024
2987,4908061,143,Happy Hour,9,7/30/2023,9/3/2024
2988,1232602,65,Discount on meals,9,5/30/2023,6/2/2024
2989,7699902,61,Discount on meals,27,7/18/2023,5/31/2024
2990,4626671,105,Discount on meals,46,1/30/2023,3/31/2024
2991,5096553,23,Happy Hour,48,1/6/2023,11/26/2024
2992,4460401,14,Special Combo,24,1/29/2023,12/20/2024
2993,477346,107,Buy 1 Get 1,27,12/12/2023,2/21/2024
2994,496449,19,Special Combo,12,3/14/2023,9/4/2024
2995,4657890,60,Discount on meals,17,3/2/2023,11/9/2024
2996,4986794,46,Special Combo,8,4/24/2023,2/6/2024
2997,12876789,196,Buy 1 Get 1,37,8/29/2023,8/7/2024
2998,15293371,61,Buy 1 Get 1,17,9/15/2023,11/23/2024
2999,15164921,119,Happy Hour,31,10/5/2023,11/22/2024
3000,10699243,76,Special Combo,9,4/11/2023,12/6/2024
3001,15166985,171,Discount on meals,25,7/12/2023,8/19/2024
3002,6898657,198,Happy Hour,49,4/24/2023,11/11/2024
3003,2417369,162,Happy Hour,22,7/13/2023,7/11/2024
3004,4341671,54,Buy 1 Get 1,35,7/2/2023,12/30/2024
3005,1459451,102,Discount on meals,45,12/5/2023,12/1/2024
3006,15172721,135,Discount on meals,45,11/11/2023,5/13/2024
3007,1740656,97,Discount on meals,36,9/10/2023,12/8/2024
3008,17495820,72,Buy 1 Get 1,35,4/27/2023,3/25/2024
3009,6648858,20,Buy 1 Get 1,23,4/8/2023,6/10/2024
3010,1992311,171,Discount on meals,16,9/10/2023,10/9/2024
3011,477548,127,Happy Hour,49,12/10/2023,8/19/2024
3012,12223237,108,Happy Hour,29,10/28/2023,4/11/2024
3013,2648355,46,Happy Hour,46,11/25/2023,11/14/2024
3014,3914252,53,Discount on meals,45,11/3/2023,2/27/2024
3015,15025509,81,Special Combo,23,12/8/2023,6/20/2024
3016,15617141,132,Special Combo,25,11/9/2023,11/4/2024
3017,12222769,113,Discount on meals,25,11/20/2023,11/24/2024
3018,15650679,143,Happy Hour,8,5/17/2023,12/12/2024
3019,4726582,82,Discount on meals,17,4/1/2023,9/13/2024
3020,9800072,155,Discount on meals,46,7/24/2023,9/15/2024
3021,4838494,28,Happy Hour,6,12/29/2023,9/6/2024
3022,814362,17,Discount on meals,33,2/7/2023,9/27/2024
3023,1109626,156,Discount on meals,17,8/19/2023,3/23/2024
3024,12049058,96,Happy Hour,36,5/23/2023,11/16/2024
3025,12538862,29,Buy 1 Get 1,32,7/9/2023,5/8/2024
3026,492877,139,Happy Hour,48,7/10/2023,6/19/2024
3027,425400,69,Special Combo,36,3/21/2023,9/8/2024
3028,5091715,22,Buy 1 Get 1,38,11/1/2023,8/5/2024
3029,8617237,45,Buy 1 Get 1,41,1/24/2023,1/21/2024
3030,15181647,20,Special Combo,30,3/30/2023,3/9/2024
3031,8394574,142,Buy 1 Get 1,36,12/27/2023,8/18/2024
3032,3792541,124,Buy 1 Get 1,48,12/10/2023,3/9/2024
3033,5965636,122,Happy Hour,22,9/20/2023,4/27/2024
3034,4224912,67,Happy Hour,37,6/28/2023,6/7/2024
3035,2257086,128,Buy 1 Get 1,45,10/10/2023,1/16/2024
3036,4114172,106,Happy Hour,22,12/18/2023,11/2/2024
3037,3416901,15,Discount on meals,28,3/7/2023,12/22/2024
3038,3782320,69,Happy Hour,32,12/25/2023,10/16/2024
3039,12579669,64,Special Combo,8,1/10/2023,12/27/2024
3040,423707,147,Buy 1 Get 1,19,7/17/2023,10/6/2024
3041,10664319,115,Buy 1 Get 1,16,11/20/2023,9/7/2024
3042,11755625,185,Buy 1 Get 1,29,6/19/2023,9/3/2024
3043,14800418,63,Special Combo,9,8/3/2023,3/19/2024
3044,17763023,91,Special Combo,6,9/29/2023,4/6/2024
3045,4251120,156,Buy 1 Get 1,17,1/16/2023,2/18/2024
3046,2329084,91,Buy 1 Get 1,14,9/29/2023,4/22/2024
3047,8020732,116,Buy 1 Get 1,11,7/30/2023,1/8/2024
3048,477566,132,Happy Hour,14,3/30/2023,8/27/2024
3049,15168028,12,Buy 1 Get 1,22,2/15/2023,5/19/2024
3050,3838130,31,Happy Hour,26,5/15/2023,6/18/2024
3051,12027764,118,Discount on meals,11,2/1/2023,8/19/2024
3052,15586238,80,Happy Hour,15,12/21/2023,6/29/2024
3053,5095238,53,Special Combo,46,1/6/2023,7/20/2024
3054,479398,141,Happy Hour,39,11/16/2023,12/27/2024
3055,423841,124,Special Combo,44,5/21/2023,6/2/2024
3056,1435998,151,Special Combo,22,10/28/2023,1/22/2024
3057,2303662,191,Special Combo,31,11/1/2023,5/26/2024
3058,12253792,139,Special Combo,15,12/24/2023,9/16/2024
3059,15588743,105,Happy Hour,48,11/12/2023,9/12/2024
3060,2329164,122,Discount on meals,45,5/23/2023,1/28/2024
3061,2215619,33,Discount on meals,10,3/25/2023,10/11/2024
3062,4801170,98,Special Combo,12,6/11/2023,1/4/2024
3063,13479739,173,Happy Hour,18,9/16/2023,8/15/2024
3064,5032812,189,Special Combo,42,5/24/2023,10/24/2024
3065,1913675,184,Special Combo,47,9/7/2023,6/2/2024
3066,12636356,85,Buy 1 Get 1,32,11/10/2023,1/22/2024
3067,5490956,186,Buy 1 Get 1,24,6/1/2023,1/15/2024
3068,424175,113,Special Combo,15,7/1/2023,6/12/2024
3069,12523791,117,Happy Hour,38,12/23/2023,6/27/2024
3070,13827916,169,Special Combo,10,5/5/2023,6/8/2024
3071,496042,79,Buy 1 Get 1,29,3/9/2023,8/5/2024
3072,1437897,81,Happy Hour,39,11/6/2023,6/6/2024
3073,16810574,169,Discount on meals,32,4/19/2023,7/18/2024
3074,13528166,15,Special Combo,5,10/17/2023,9/3/2024
3075,611431,185,Discount on meals,17,7/7/2023,9/19/2024
3076,13280693,172,Discount on meals,48,6/18/2023,12/14/2024
3077,5892400,60,Special Combo,23,9/8/2023,2/4/2024
3078,12267006,196,Buy 1 Get 1,47,8/13/2023,11/17/2024
3079,3783657,184,Buy 1 Get 1,38,8/21/2023,8/20/2024
3080,4373510,16,Happy Hour,25,12/11/2023,2/7/2024
3081,4322332,31,Happy Hour,13,4/14/2023,6/30/2024
3082,15398423,127,Special Combo,5,2/28/2023,7/15/2024
3083,12982242,47,Special Combo,33,4/16/2023,7/31/2024
3084,17709182,153,Special Combo,40,10/18/2023,7/29/2024
3085,4823309,142,Buy 1 Get 1,17,11/26/2023,2/17/2024
3086,12831390,99,Special Combo,39,5/25/2023,1/10/2024
3087,15191958,126,Happy Hour,38,9/22/2023,10/9/2024
3088,6892681,189,Discount on meals,8,1/16/2023,3/10/2024
3089,10722108,83,Discount on meals,22,5/8/2023,1/18/2024
3090,4937566,29,Buy 1 Get 1,40,5/6/2023,1/12/2024
3091,478634,121,Discount on meals,25,5/26/2023,3/12/2024
3092,6440013,180,Special Combo,42,8/26/2023,5/8/2024
3093,4731202,102,Happy Hour,6,11/15/2023,8/7/2024
3094,14920362,180,Happy Hour,36,4/22/2023,10/27/2024
3095,477314,167,Buy 1 Get 1,16,12/24/2023,11/7/2024
3096,4817088,58,Special Combo,35,7/21/2023,11/10/2024
3097,425719,184,Happy Hour,24,4/15/2023,8/14/2024
3098,2562411,56,Buy 1 Get 1,46,3/8/2023,3/26/2024
3099,527798,137,Buy 1 Get 1,6,6/1/2023,9/16/2024
3100,7697459,131,Happy Hour,5,4/8/2023,7/2/2024
3101,1953860,191,Special Combo,40,2/2/2023,11/4/2024
3102,1079884,143,Discount on meals,26,5/10/2023,11/22/2024
3103,8605361,121,Discount on meals,44,1/13/2023,7/12/2024
3104,6590483,61,Special Combo,9,11/24/2023,2/20/2024
3105,8671021,113,Buy 1 Get 1,21,11/26/2023,5/13/2024
3106,1225400,145,Special Combo,38,3/26/2023,3/23/2024
3107,12091187,142,Happy Hour,42,10/3/2023,2/18/2024
3108,4454799,37,Special Combo,37,9/2/2023,10/22/2024
3109,1209044,124,Happy Hour,28,11/12/2023,10/20/2024
3110,11378806,164,Discount on meals,12,12/22/2023,2/26/2024
3111,7817965,94,Happy Hour,26,5/23/2023,11/12/2024
3112,4231700,129,Special Combo,20,7/15/2023,6/12/2024
3113,2647504,60,Discount on meals,11,3/20/2023,6/2/2024
3114,2446742,43,Special Combo,9,5/17/2023,11/29/2024
3115,947254,26,Happy Hour,9,1/18/2023,8/16/2024
3116,12070882,32,Buy 1 Get 1,10,5/29/2023,1/8/2024
3117,1208000,165,Special Combo,36,7/3/2023,10/28/2024
3118,4440253,103,Special Combo,31,5/22/2023,3/3/2024
3119,425678,60,Discount on meals,18,10/22/2023,3/1/2024
3120,4441685,125,Discount on meals,34,6/1/2023,4/6/2024
3121,528146,126,Discount on meals,8,1/6/2023,7/27/2024
3122,11024424,11,Special Combo,23,2/12/2023,2/5/2024
3123,4044770,40,Discount on meals,5,1/29/2023,9/22/2024
3124,13322870,25,Special Combo,17,2/25/2023,6/20/2024
3125,9767380,183,Special Combo,32,3/31/2023,10/26/2024
3126,508668,117,Discount on meals,15,11/12/2023,1/22/2024
3127,445661,190,Special Combo,23,2/24/2023,3/17/2024
3128,2397371,169,Special Combo,14,12/25/2023,3/19/2024
3129,15169613,78,Buy 1 Get 1,41,10/8/2023,8/15/2024
3130,9745225,123,Discount on meals,41,12/21/2023,10/14/2024
3131,12031692,186,Special Combo,49,7/24/2023,8/7/2024
3132,477517,99,Happy Hour,7,3/8/2023,5/10/2024
3133,15000487,136,Happy Hour,45,8/22/2023,8/31/2024
3134,6753023,32,Buy 1 Get 1,41,11/11/2023,10/11/2024
3135,8004281,158,Happy Hour,8,1/20/2023,2/25/2024
3136,1791133,78,Discount on meals,6,10/4/2023,1/5/2024
3137,4757092,44,Happy Hour,12,11/24/2023,6/13/2024
3138,3832448,52,Special Combo,41,12/21/2023,8/14/2024
3139,4818522,102,Discount on meals,9,7/22/2023,9/19/2024
3140,3600084,110,Happy Hour,21,7/15/2023,3/1/2024
3141,17804409,67,Discount on meals,31,10/14/2023,7/16/2024
3142,4801131,81,Special Combo,7,4/15/2023,10/8/2024
3143,10431147,82,Happy Hour,33,3/6/2023,1/11/2024
3144,8531393,83,Special Combo,11,7/10/2023,9/8/2024
3145,423941,195,Buy 1 Get 1,6,3/26/2023,3/31/2024
3146,5444484,140,Buy 1 Get 1,49,7/4/2023,12/22/2024
3147,502652,165,Buy 1 Get 1,49,10/28/2023,1/27/2024
3148,15003433,58,Buy 1 Get 1,41,4/11/2023,1/6/2024
3149,4258828,177,Discount on meals,13,11/6/2023,7/1/2024
3150,16717903,180,Discount on meals,33,4/2/2023,8/27/2024
3151,502733,101,Buy 1 Get 1,35,3/27/2023,9/24/2024
3152,14865602,36,Discount on meals,44,5/25/2023,3/24/2024
3153,426150,10,Special Combo,35,5/27/2023,5/20/2024
3154,4679298,152,Buy 1 Get 1,10,2/14/2023,12/27/2024
3155,4558331,180,Buy 1 Get 1,42,1/10/2023,9/22/2024
3156,15169793,125,Special Combo,37,1/21/2023,7/28/2024
3157,12120864,156,Happy Hour,39,11/25/2023,11/11/2024
3158,8374522,16,Happy Hour,25,7/16/2023,3/1/2024
3159,8724700,79,Happy Hour,10,5/27/2023,3/5/2024
3160,8697422,21,Buy 1 Get 1,45,6/30/2023,1/16/2024
3161,6740591,157,Happy Hour,30,6/8/2023,7/15/2024
3162,17399303,175,Buy 1 Get 1,39,8/28/2023,5/28/2024
